35,"Mendarat di Bandara I Gusti Ngurah Rai di Bali, semalam.

Hari ini, Insya Allah, saya hendak bertemu dan menyerahkan sertifikat hak atas tanah kepada masyarakat di Kabupaten Bangli. Setelah itu, meninjau kawasan wisata Waduk Muara Nusa Dua di Kota Denpasar.

Selamat pagi. https://t.co/jD8C6WQiph",2019-06-14 01:40:55,1395,11770
36,"Perang dagang Amerika Serikat dan Tiongkok yang menimbulkan gejolak perekonomian global bisa jadi peluang bagi Indonesia.

Saat tarif bea masuk terhadap produk Tiongkok dinaikkan oleh AS, para pengusaha bisa manfaatkan peluang ini dengan memperbesar ekspor ke AS. https://t.co/som2MUT0Ms",2019-06-13 02:08:00,1911,11962
37,"Selamat kepada Pak Arinal Djunaidi dan Bu Chusnunia yang hari ini resmi menjadi Gubernur dan Wakil Gubernur Lampung periode 2019-2024.

Selamat bekerja. https://t.co/lUHz7hGFzl",2019-06-12 09:05:40,1417,11104
38,"Senang sekali menerima Pak Jusuf Kalla siang ini di istana. Selain berdiskusi tentang pekerjaan, Pak JK berbagi cerita tentang Lebaran kemarin: apa yang beliau lakukan, makanan favorit, juga tentang cucu-cucunya.

Inilah cerita Lebaran Pak JK. https://t.co/jHNHc7LuZr",2019-06-11 13:52:51,3674,23868
39,"Selamat siang, Indonesia. Libur Lebaran usai sudah. Saatnya kembali bekerja. https://t.co/M7lfcTnjlN",2019-06-10 05:46:13,5281,29822
40,"Berbelanja alat dapur dan aneka buah di Pasar Gede Solo yang sedang  ramai pengunjung pagi tadi.

Belanjaannya berat, tapi tak apa. Ada Gibran dan @KaesangP yang sigap bantu mengangkatnya 😀 https://t.co/M5tSTbvgKf",2019-06-09 09:54:29,4363,27620
41,"Bila @KaesangP bertanya, dan Jan Ethes menjawab ... https://t.co/UEBfFrDJCc",2019-06-09 02:13:43,25399,70117
42,"Malam di Yogyakarta, menikmati sate gembus bersama keluarga di Warung Klangenan. Di warung ini, Anda dapat memanggang sendiri sate pada tungku di atas meja. 

Kami berbagi tugas: Saya merekam, Ibu Iriana menyantap sate, @kaesangp yang mengipasi bara apinya 😀 https://t.co/6em4T58DHa",2019-06-08 10:19:37,9352,43864
43,"Jumatan di Masjid Syuhada, masjid bersejarah di Kotabaru, Yogyakarta, hari ini bersama Jan Ethes, Gibran, dan Kaesang. 

Dari Masjid Syuhada, kami kembali naik andong untuk pulang ke Gedung Agung. https://t.co/lJwmTIUe4S",2019-06-07 11:03:52,3413,23601
44,"Bersilaturahmi ke keluarga Keraton Ngayogyakarta Hadiningrat pada hari ketiga Lebaran di Yogyakarta, hari ini. 

Terima kasih atas sambutan hangat Sri Sultan Hamengkubuwono X dan keluarga besar keraton. https://t.co/zGShMR0JTC",2019-06-07 08:50:51,4697,26521
45,"Libur Lebaran di Yogyakarta bersama Jan Ethes dan Kaesang. Mau ke mana? Kota ini menawarkan banyak tempat yang asyik.

Semalam, kami ke Jalan Malioboro, ikon wisata kota ini. Kami ke mal, mencobai beberapa wahana permainan anak, lalu pulang ke Gedung Agung dengan andong wisata. https://t.co/ViCJsgJBhU",2019-06-07 03:12:19,3020,18040
46,Bila Jan Ethes hormat bendera dan menjawab awak media ... https://t.co/FgL38NTgSy,2019-06-06 15:47:17,23215,71131
47,Berlebaran bersama masyarakat ... https://t.co/j7VPc01Cq7,2019-06-05 12:51:27,4735,30442
48,"Salat Id di Masjid Istiqlal, Jakarta pagi ini. Prof. Said Agil Husin Al-Munawar dalam khotbahnya antara lain menyampaikan, Idulfitri adalah momentum bagi umat untuk saling memaafkan.

Alquran mengajarkan manusia untuk tidak saling bertikai, dan menebar manfaat kepada sesama. https://t.co/VF965k1Fkz",2019-06-05 06:27:00,2332,16529
49,"Di mana Anda merayakan hari Lebaran? Bagaimana perjalanan mudik Anda? 

Semoga lancar dan dapat berbagi kebahagiaan bersama keluarga dan handai taulan di kampung halaman. 

Mari, kita rayakan hari kemenangan ini dengan saling memberi maaf untuk segala salah dan khilaf. https://t.co/zsdtH1Emlf",2019-06-05 00:46:15,6243,33970
50,"Setelah sebulan berpuasa, tiba jugalah kita di hari yang fitri. Selamat menikmati silaturahmi dengan keluarga dan handai taulan.

Mari, jadikan Idulfitri ini sebagai ajang mempererat persatuan dan persaudaraan kita. Lalu, bersama kita bangun Indonesia yang lebih baik dan maju. https://t.co/GwvN2ix6VZ",2019-06-04 16:51:36,4424,21242
51,"Dengan memohon rida Allah SWT, kita lepas kepergian Ibu Ani Yudhoyono menghadap kepadaNya dengan tenang. Semoga Allah SWT berkenan menerima amal ibadah dan mengampuni segala khilafnya.

Ibu Ani telah pergi, tetapi namanya akan tetap hidup di hati rakyat yang mencintainya. https://t.co/eHIJKuR1rK",2019-06-02 14:16:49,10003,44977
52,"Mengapa kita memperingati Hari Lahir Pancasila yang dirumuskan 74 tahun lalu? 

Kita ingin meneguhkan komitmen untuk mengamalkan nilai-nilai luhur Pancasila, saling toleran, hidup rukun, gotong royong, serta melawan paham-paham anti-Pancasila. https://t.co/w4fpy6sFvA",2019-06-02 03:21:18,4029,24753
53,"Innalillahi wa inna ilaihi rajiun. Selamat jalan Ibu Ani Yudhoyono, seorang perempuan teladan, Ibu Negara dan istri yang setia, dan seorang ibu yang baik. 

Semoga amal ibadahnya diterima di sisi Allah SWT dan segenap keluarga besar almarhumah diberiNya kekuatan dan kesabaran. https://t.co/ILGlE8ddsT",2019-06-01 06:59:40,29298,81829
54,"Berpuluh tahun lamanya Pancasila menjadi pemandu langkah bagi bangsa ini untuk mampu bertahan dan tumbuh di tengah deru ombak ideologi lain yang berusaha menggesernya. 

Pancasila membuat kebinekaan bangsa justru menjadi kekuatan besar. https://t.co/5rVDpCvGMN",2019-06-01 04:15:46,5532,23562
55,"Wajah para pemudik kereta ekonomi di Stasiun Pasar Senen kemarin terlihat lebih cerah. Jumlah pemudik tahun ini naik dari tahun lalu, dengan beragam jalur: kereta, jalan tol, laut dan pesawat udara.

Hati-hati di jalan, nanti pulang lagi dan kita kembali bekerja semuanya. https://t.co/DcE8vr50NM",2019-06-01 01:18:21,2044,14685
56,"Di Stasiun Pasar Senen, Jakarta, bertemu para penumpang kereta api yang hendak mudik Lebaran, sore ini. Suasananya jauh lebih baik dari masa saya mudik dengan kereta tahun 1985-1986 lampau.

Selamat mudik, hati-hati di jalan, salam untuk keluarga dan kerabat di kampung halaman. https://t.co/esbxGeXiSf",2019-05-31 11:47:43,2622,17244
57,Lebih rapi menyambut Lebaran yang sebentar lagi datang ... https://t.co/Y38aMk1cPt,2019-05-30 05:32:57,4780,35766
58,"Tiga tahun berturut-turut sejak 2016, pemerintah pusat mendapatkan opini wajar tanpa pengecualian (WTP) dari BPK. Alhamdulillah.

Artinya, pertanggungjawaban pemerintah atas pelaksanaan APBN 2018 dalam laporan keuangan, telah disajikan secara standar akutansi pemerintahan. https://t.co/QNXj47nfp0",2019-05-29 11:53:35,1782,12180
59,"Menerima Syamsuri Firdaus, qari muda asal NTB, yang jadi pemenang MTQ Internasional ke-7 di Istanbul, Turki. Pada MTQ yang digelar pekan lalu di Masjid Agung Camlica Istanbul itu, Syamsuri jadi pemenang di antara peserta dari 68 negara. 

Selamat. https://t.co/87RyQbUnSl",2019-05-29 00:56:01,2844,18663
60,"Kelontong dagangan Pak Usma di Jl. Wahid Hasyim, Jakarta, ludes dalam sekejap dijarah para perusuh pada 22 Mei lalu. Dihitung-hitung, kerugiannya sampai 20-an juta rupiah.

Harapannya hanya satu: ingin berdagang dengan tenang di kota Jakarta yang aman. https://t.co/BjBwXP9Txf",2019-05-27 12:38:16,4711,24068
61,"Berbuka puasa bersama para pengusaha muda HIPMI semalam. Saya mengajak mereka terlibat dalam dua fokus pembangunan pemerintah: infrastruktur pada lima tahun terakhir, dan pembangunan SDM lima tahun mendatang.

Terima kasih, HIPMI. https://t.co/0Ac7BC0qfl",2019-05-27 07:39:37,1551,12690
62,"Mahkamah Konstitusi adalah lembaga negara penjaga konstitusi yang menjadi landasan utama tegaknya negara. Dibentuk dalam sistem ketatanegaraan kita, agar memiliki kepercayaan dari publik. 

Saya meminta kepada semua pihak untuk tidak merendahkan lembaga penjaga konstitusi ini. https://t.co/YeVq7VY71C",2019-05-27 01:02:24,6459,31051
63,"Lamun siro sekti, ojo mateni
Lamun siro banter, ojo ndhisiki
Lamun siro pinter, ojo minteri https://t.co/YxDK0CHCJ8",2019-05-25 14:05:34,23046,56782
64,"Heartiest congratulations to PM @narendramodi on the successful elections and for once again winning the trust of the people of India. 

The Government of Indonesia looks forward to working with India in pursuit of our countries’ common goals and shared vision. 🇮🇩 🇮🇳 https://t.co/WCbSGXj5Cu",2019-05-24 03:34:54,4645,28254
65,"Thank you PM @ScottMorrisonMP and warmest regards from all of us in Indonesia. Australia has been one of our great allies, and we look forward to continue deepening our ties and strategic partnership in times to come. https://t.co/KvSZiDom2M",2019-05-23 04:00:37,3586,15971
66,"Thank you PM @narendramodi for the kind words. I, too, look forward to continue strengthening the partnership between our two great countries in the future. https://t.co/Y5DdAvGHPC",2019-05-23 03:51:36,2489,12724
67,Terima kasih Dr M @chedetofficial. Indonesia dan Malaysia adalah dua bangsa serumpun. Sampai kapan pun tetap bersaudara dan bekerja sama dengan erat. https://t.co/qy1sekoTOA,2019-05-23 03:49:09,6285,27032
68,"Innalillahi wa inna ilaihi raji'un. Turut berduka cita atas berpulang ke Rahmatullah, Ustaz Muhammad Arifin Ilham di Malaysia, kemarin. 

Semoga amal ibadah almarhum diterima di sisi Allah SWT dan seluruh keluarga yang ditinggalkan diberiNya ketabahan dan kesabaran. https://t.co/ZDfYRHghFt",2019-05-23 03:02:57,9932,51396
69,"Kita tidak akan memberikan ruang untuk perusuh-perusuh yang akan merusak negara kita, Negara Kesatuan Republik Indonesia. 

Tidak ada pilihan, TNI dan Polri akan menindak tegas sesuai dengan aturan hukum yang berlaku. https://t.co/LS4s1A6PQY",2019-05-22 12:26:22,31138,72807
70,"Saat ini, situasi masih terkendali. Saya berharap masyarakat tak perlu khawatir.

Saya mengajak masyarakat merajut kembali persatuan, persaudaraan, dan kerukunan kita, karena Indonesia adalah rumah milik bersama. https://t.co/7TP9TjctxU",2019-05-22 12:24:02,15925,49964
71,"Di antara warga penghuni Kampung Deret di Jakarta, siang ini. Saya telah mendengar pengumuman rekapitulasi suara nasional Pemilu 2019 oleh KPU. 

Kini saatnya melangkah ke depan. Kita bersatu padu membangun bangsa dan Tanah Air demi kedamaian dan kesejahteraan generasi mendatang. https://t.co/E8CeuEIVyV",2019-05-21 10:04:46,8248,35049
72,"Pada 28 Desember 2015 lalu, saya meletakkan batu pertama pembangunan Bendungan Rotiklot di Belu, NTT — tak jauh dari perbatasan Timor Leste. 

Empat setengah tahun kemudian, saya datang untuk meresmikannya.

Inilah Bendungan Rotiklot itu. https://t.co/dhcVE3L8Pb",2019-05-21 04:48:41,4563,22971
73,"Akhirnya selesai juga. Bendungan Rotiklot di Belu, NTT sudah terisi air saat saya resmikan, sore ini. Nantinya, masyarakat Belu bisa bercocok tanam di musim kemarau. 

Bendungan Rotiklot adalah satu dari tujuh bendungan yang dibangun di NTT sepanjang 2015-2019. https://t.co/dDjSKyZLYc",2019-05-20 12:11:11,3996,21196
74,"Tiba di Bandar Udara Internasional El Tari, Kota Kupang, NTT pukul dua belas siang ini. Dari Kupang, saya berganti pesawat menuju Kabupaten Belu.

Jika tak ada halangan, hari ini, saya meresmikan Bendungan Rotiklot di Dusun Rotiklot, Kecamatan Kakuluk Mesak, Belu. https://t.co/oKKmg0khS5",2019-05-20 05:59:05,1438,9681
75,"111 tahun lalu, para pemuda menolak terlelap dalam keterbelakangan. Mereka bangkit, memperkuat diri, mendirikan Budi Utomo, dll.

Kebangkitan itu kita peringati kini dengan tekad baru: membangun Indonesia yang maju, yang sanggup mengelola perbedaan, damai dan tanpa kekerasan. https://t.co/IJuwBAhMXQ",2019-05-20 02:11:28,3890,16194
76,"Semoga semua makhluk hidup sejahtera, bebas dari penyakit, damai dan berbahagia. https://t.co/XQeuHu0hTK",2019-05-19 05:32:42,4606,21915
77,"Berjalan di pinggir Tukad (sungai) Badung di Denpasar Barat, menikmati keindahan sungai yang mengalir berkelok-kelok dan membelah dua pasar tradisional, Pasar Badung dan Pasar Kumbasari.

Bantaran Tukad Badung telah ditata, dihiasi lampu-lampu, tempat duduk, dan fasilitas lain. https://t.co/Wh6e1POrG6",2019-05-19 01:11:52,1721,11705
78,"Baru dua bulan lalu saya resmikan, Pasar Badung di Desa Dauh Puri Kangin, Denpasar Barat, kini sudah ramai. Pasar begitu hidup, wajah para pedagang cerah, lingkungan bersih, dan harga bahan pokok stabil.

Di lantai dua pasar saya sempat belanja buah-buahan untuk berbuka puasa. https://t.co/UnpWPwKONm",2019-05-18 11:04:31,1529,11316
79,"Jalan-jalan dan belanja cenderamata di kampung Sasak yang alami dan unik di Desa Rembitan, Lombok Tengah, NTB. https://t.co/Y5xpvRmWGt",2019-05-18 08:06:47,1965,12451
80,"Daerahnya tandus, tapi Desa Kutuh di Badung, Bali jadi desa tujuan sport tourism berkat Dana Desa untuk membangun sarana olahraga, dll. Ada lomba paralayang, penyewaan lapangan bola, juga Pantai Pandawa.

Dari semuanya Desa Kutuh mendapatkan revenue sampai Rp50 miliar per tahun. https://t.co/BBzO0rxdh9",2019-05-18 03:50:56,1448,8634
81,"Berkunjung ke Kawasan Ekonomi Khusus Pariwisata Mandalika di Lombok, NTB, Jumat. Hotelnya sudah tujuh yang bisa disewa, tiga sedang dibangun. 

Saya juga ingin memastikan bahwa Mandalika siap untuk menggelar MotoGP 2021. Ini upaya kita menggerakkan perekonomian wilayah sekitar. https://t.co/geuz8pXL7J",2019-05-18 02:00:35,3081,15455
82,"Buku adalah jendela dunia. Melalui buku manusia melanglang buana ilmu pengetahuan. Ayo, budayakan membaca buku.

Selamat Hari Buku Nasional 2019. https://t.co/dCqOKnUH3t",2019-05-17 15:57:14,2411,13922
83,"Jumatan di Masjid Nur Syahada di Desa Rembitan, Lombok Tengah, NTB hari ini. Masjidnya unik, beratap dari alang-alang, berdinding bambu, dan tiang kayu. 

Masjid ini berdiri di tengah rumah-rumah warga asli Suku Sasak yang adat dan budayanya masih terjaga. https://t.co/U26B6EVq7W",2019-05-17 15:55:28,1019,7555
84,"Para prajurit TNI dan anggota Polri tengah bersenandung selawat ketika saya tiba di Lapangan Monas, kemarin sore. Indah dan menggugah hati. 

Lalu, sambil menunggu saat berbuka kami mendengarkan tausiah Ramadan dari Habib Muhammad Lutfhi Bin Yahya. https://t.co/OePrWUnC3v",2019-05-17 09:07:04,3538,19058
85,"Di luar jajaran penyelenggara dan pengawas Pemilu serentak pada 17 April lalu, soliditas dan kerja profesional seluruh anggota TNI dan Polri memungkinkan perhelatan besar demokrasi itu berjalan dengan demokratis, jujur, adil, aman, dan damai.

Terima kasih TNI dan Polri. https://t.co/Iye7gPRgpK",2019-05-17 04:07:08,2057,13032
86,"Badan Amil Zakat Nasional menyebutkan, sepanjang tahun 2018 zakat yang terkumpul sebesar Rp8,1 triliun. Sangat kecil dibanding perkiraan potensi zakat nasional 2018 sebesar 1,75 % dari PDB atau Rp232 triliun! 

Potensi pertumbuhan dan penyaluran zakat di negara kita sangat besar. https://t.co/RIxGIGUEBl",2019-05-17 01:01:21,934,6384
87,"Menunaikan zakat melalui Badan Amil Zakat Nasional (BAZNAS) pada hari ke-11 Ramadan di Istana Negara, siang ini. https://t.co/ruDOCGuAgb",2019-05-16 11:27:45,1021,8114
88,"""Negara kita ini aturan mainnya, konstitusinya, undang-undangnya, aturannya, jelas. Ikuti."" Itu jawaban saya atas pertanyaan soal hasil Pemilu 2019. Hanya KPU yang berwewenang merekapitulasi dan mengumumkan hasil Pemilu.

Keberatan atas hasilnya? Ya ke Mahkamah Konstitusi. https://t.co/IWFATWOsMH",2019-05-15 14:46:07,6125,22218
89,"Buka puasa yang penuh tawa dan meriah bersama para wartawan yang bertugas di lingkungan istana, kemarin. Sehari-hari meliput di istana, kali ini mereka berbagi peran: ada yang mengumandangkan azan, memimpin doa, juga jadi imam salat magrib. 

Terima kasih. https://t.co/fRs6N2Kxdk",2019-05-15 02:35:36,2516,18211
90,"Hari ini saya meluncurkan Masterplan Ekonomi Syariah Indonesia 2019-2024 yang jadi pedoman Indonesia menjadi pelaku utama ekonomi syariah dunia. 

Dalam MEKSI itu kita menguatkan rantai nilai halal pada sektor potensial, menguatkan keuangan syariah, UMKM, dan ekonomi digital. https://t.co/7zmrYyVc12",2019-05-14 14:52:02,1470,9022
91,"Jalan Tol Pandaan-Malang, berlatar gunung dan sawah-sawah, menuju kemajuan Malang Raya. https://t.co/GSez6Dc5lA",2019-05-14 01:05:51,5901,22977
